DOW,Time,LocationDescription,Beat,District,Ward,CommunityArea,PrimaryType
4,20.78,64,1112,11,27,23,3
4,8.67,19,1212,12,32,24,4
5,0.33,175,1111,11,37,23,19
7,14,34,623,6,17,69,25
5,1.5,92,411,4,8,45,18
5,1.42,92,833,8,13,65,3
5,3.42,19,1121,11,27,23,33
5,3.37,156,1732,17,35,21,33
5,3.25,159,1233,12,25,28,8
4,16,159,1651,16,41,76,33
5,3.25,19,832,8,15,66,3
4,17.5,139,714,7,15,67,3
5,3.42,96,1912,19,47,6,30
5,4.5,159,622,6,21,44,33
4,23.17,156,2213,22,19,72,7
4,20.5,139,2234,22,34,75,4
3,7.25,58,1225,12,2,28,3
5,3.33,159,431,4,7,51,7
5,5.33,159,412,4,8,46,30
5,0.42,159,313,3,20,42,3
5,4.25,139,533,5,9,54,25
5,7,124,2011,20,40,2,25
4,23.67,143,1824,18,43,8,33
4,17,159,931,9,20,61,18
5,3.95,139,612,6,17,71,3
5,3,155,2533,25,37,25,3
4,18,142,2223,22,21,73,7
5,2.87,139,714,7,15,67,3
5,4.75,19,835,8,18,70,3
5,4.75,139,1422,14,26,23,3
3,18,56,1811,18,32,7,6
5,5.17,159,1912,19,47,6,9
4,23.83,159,914,9,11,60,28
4,2.5,139,1925,19,46,6,8
4,4.5,159,1732,17,30,16,33
5,5.58,19,1934,19,44,6,3
4,17,159,633,6,6,44,7
5,5.67,159,632,6,6,44,7
5,0.02,159,633,6,6,44,7
4,21,159,421,4,7,43,33
4,13,19,2422,24,49,1,2
5,6.7,19,2424,24,49,1,3
4,19,159,633,6,6,44,7
5,0,159,333,3,5,43,33
3,6,139,523,5,34,53,25
5,3,19,1634,16,38,15,3
4,16,159,1925,19,44,6,33
6,16,155,1132,11,24,29,19
5,7.5,159,1224,12,27,28,7
4,19,159,1813,18,43,7,7
4,21.5,159,234,2,4,41,7
4,18,139,424,4,10,46,25
5,1,159,632,6,6,44,7
4,21,159,632,6,6,44,7
4,21,159,1014,10,24,29,18
5,8.58,159,112,1,42,32,3
5,7.5,36,133,1,3,35,7
5,8.83,124,1722,17,45,15,33
5,8.08,124,122,1,42,32,33
4,0.02,124,711,7,20,68,4
5,8,140,824,8,16,63,8
5,19.07,19,1222,12,27,27,19
5,7.67,44,1224,12,27,28,3
4,17,19,232,2,20,40,7
5,2,159,212,2,4,36,33
1,20,139,1611,16,41,9,9
5,21.7,139,834,8,18,70,25
4,16,17,1211,12,1,24,7
4,17,159,2525,25,30,20,33
5,8.08,159,1014,10,24,29,7
5,8.2,19,1732,17,30,16,3
3,13.5,155,1652,16,41,76,33
4,13.5,139,712,7,16,68,25
5,8.25,19,2423,24,49,1,33
4,9,83,833,8,13,65,33
4,19.5,159,811,8,23,56,7
4,16,124,1214,12,27,24,7
4,22.5,159,632,6,6,44,18
4,22.33,139,1632,16,38,17,3
1,22,159,1411,14,35,22,33
4,14,159,324,3,5,43,33
5,9.32,159,713,7,15,67,28
5,9.63,67,1114,11,28,26,9
5,9,159,631,6,8,44,7
7,8,124,1832,18,42,8,2
5,8,139,1532,15,28,25,33
4,21,159,2011,20,40,4,33
5,10.25,155,1122,11,27,23,19
4,11.5,152,1215,12,27,24,33
4,12.75,143,111,1,42,32,33
3,12.83,152,1723,17,33,14,2
5,9,141,1733,17,33,16,33
5,7.33,19,1623,16,45,11,3
5,8.5,143,2514,25,30,19,25
5,8.75,152,933,9,16,61,3
5,9,51,2433,24,48,77,33
4,22,155,322,3,6,69,33
4,11,159,1122,11,28,26,33
5,9.52,155,314,3,5,42,34
4,10,159,611,6,21,71,2
4,8,139,414,4,8,43,25
5,10.5,159,2531,25,29,25,14
4,13.5,124,111,1,42,32,9
4,20,159,1921,19,47,5,33
3,13,139,324,3,5,43,9
2,11,150,314,3,20,42,33
1,12,139,1231,12,25,28,25
5,8.92,159,1021,10,24,29,7
6,19.58,139,1522,15,29,25,25
5,10.15,19,1221,12,1,24,4
5,8.22,139,1121,11,27,23,19
4,21.88,159,332,3,5,43,33
5,10.65,155,1134,11,24,27,19
5,5,139,233,2,4,41,4
5,9,159,231,2,3,40,30
5,9.25,152,1234,12,25,31,3
5,9.5,127,233,2,20,40,33
5,9.33,17,233,2,4,41,2
5,11,139,823,8,15,66,7
5,9.75,141,2422,24,49,1,33
4,19,159,621,6,17,71,7
5,9.67,17,722,7,6,69,7
5,2,159,833,8,13,65,33
4,22,124,214,2,4,38,8
4,9,159,1132,11,24,26,33
2,19.02,139,722,7,6,69,19
5,8,153,822,8,14,63,34
5,9.5,175,815,8,23,57,7
2,8,143,1932,19,32,6,9
5,9.87,139,421,4,7,43,34
5,10.68,159,1115,11,28,26,19
5,18,139,1731,17,30,16,9
5,8,155,331,3,5,43,3
1,6,66,511,5,21,49,33
5,11.2,159,511,5,9,49,19
7,0.02,139,2234,22,34,75,33
1,9,139,624,6,6,69,9
5,10.63,159,2212,22,19,75,19
5,10.33,159,223,2,4,38,33
4,11.5,55,1913,19,46,3,2
5,10.7,139,1432,14,32,22,9
4,20,168,2521,25,31,19,4
5,9.75,153,423,4,7,46,3
5,9.5,159,2412,24,50,2,33
5,10,139,1612,16,41,10,3
4,10.5,159,2232,22,34,73,25
5,2,19,1133,11,24,29,7
2,23,77,2211,22,19,72,33
5,9.88,159,2222,22,21,73,18
5,10,159,1223,12,2,28,18
6,14,139,2223,22,21,71,33
1,9,152,2524,25,35,22,3
4,17,129,2514,25,30,19,7
5,10.67,155,224,2,3,38,2
5,12,19,225,2,20,40,3
4,20.78,19,1823,18,27,8,7
5,11,155,824,8,14,63,28
3,20.25,25,2533,25,37,25,9
5,12.17,141,824,8,16,63,3
5,10.92,155,1011,10,24,29,19
5,12.17,155,1113,11,28,26,26
5,8.5,155,533,5,9,54,2
5,3,159,711,7,20,68,25
5,11.5,143,2033,20,48,3,33
4,17,139,824,8,16,63,6
1,19,125,111,1,42,32,9
5,3.25,139,421,4,7,43,23
4,10.75,139,735,7,17,67,9
5,4,159,524,5,34,53,33
5,9,159,633,6,6,44,7
2,19,127,811,8,23,56,33
5,12.33,124,222,2,4,39,33
4,14,13,1651,16,41,76,33
5,3.5,139,1132,11,24,26,33
5,11.58,141,921,9,14,58,7
5,7.6,96,114,1,42,32,33
4,12,155,1233,12,2,28,7
4,17.5,10,1651,16,41,76,33
4,22,159,1911,19,47,5,33
5,6.25,159,512,5,9,49,30
5,12.25,139,1532,15,28,25,2
5,12.17,155,834,8,18,70,28
5,9.25,159,422,4,7,46,7
5,10.83,159,621,6,17,71,2
5,12.25,159,1111,11,37,23,7
3,0.02,139,2412,24,50,2,9
5,12.33,159,612,6,17,71,19
4,20,159,614,6,18,71,33
5,11.05,19,312,3,20,69,7
1,12,19,422,4,7,46,4
5,12.25,155,1225,12,2,28,3
5,11,19,332,3,5,43,7
5,12.25,36,1223,12,27,28,7
5,7.68,19,331,3,5,43,33
2,20,75,433,4,10,55,9
5,12,152,434,4,10,51,3
3,17.5,159,1434,14,32,22,18
5,2,159,314,3,20,42,7
5,9.5,124,2533,25,37,25,9
5,11.93,19,1513,15,29,25,9
2,13,139,1622,16,45,15,9
5,12.67,92,1421,14,26,23,8
5,12,101,1933,19,44,6,3
4,15,155,1135,11,28,29,2
5,13.17,155,513,5,34,49,3
5,13.17,103,112,1,42,32,8
5,12.67,139,714,7,15,67,3
5,12.83,159,614,6,18,71,7
4,19,155,732,7,17,68,3
5,13,159,1923,19,46,6,2
5,12,152,622,6,21,44,33
4,13,140,511,5,6,49,7
4,21,159,1413,14,26,22,33
5,9.03,139,324,3,5,43,25
5,11.47,159,613,6,21,71,34
4,19,159,623,6,17,69,33
5,10.5,19,1032,10,22,30,4
2,9,22,1925,19,46,6,9
5,10,159,414,4,7,43,33
5,13.5,139,1131,11,24,25,19
5,12.75,175,1613,16,41,10,7
5,11,159,312,3,20,69,7
2,16,17,1112,11,27,23,19
4,17.6,175,313,3,20,42,19
3,11.92,139,522,5,34,53,19
4,12,139,2232,22,34,73,7
7,17,143,2213,22,21,73,9
5,2,159,433,4,10,52,7
5,13.25,159,1011,10,24,29,33
5,14,155,2511,25,36,18,30
3,11.5,25,122,1,42,32,9
5,13.17,155,423,4,10,46,28
5,13.67,124,1215,12,27,28,7
5,12.5,156,112,1,42,32,33
5,12.93,139,621,6,21,71,7
6,10.3,19,1014,10,24,29,19
4,20.67,159,111,1,42,32,33
5,13.5,19,2422,24,49,1,3
5,12.68,175,722,7,6,69,33
5,11.2,159,914,9,25,34,33
5,11.83,159,1135,11,2,27,30
5,18.58,155,1115,11,28,26,19
5,14.23,152,412,4,8,45,2
5,7,140,224,2,3,38,3
5,13,19,1011,10,24,29,3
5,13.22,159,735,7,17,67,11
5,10,139,735,7,17,67,25
5,6,124,825,8,15,66,33
4,17,139,1611,16,41,9,9
5,6.5,19,722,7,6,69,3
3,22,124,2411,24,50,2,33
5,2,159,1424,14,32,24,33
5,12.25,141,732,7,6,68,3
5,11,19,421,4,7,43,4
4,16.83,96,1232,12,27,28,33
2,13,139,1223,12,27,28,4
5,13.08,139,832,8,15,66,19
5,14,159,2222,22,21,73,18
5,12,57,1622,16,45,11,7
5,14.67,129,735,7,17,67,19
6,13,143,111,1,42,32,3
4,13.5,159,1922,19,44,6,33
5,11.5,159,1532,15,37,25,7
5,11.33,139,1634,16,38,15,3
5,12.52,139,932,9,16,61,8
5,13.87,153,311,3,20,40,2
5,14.42,142,523,5,34,53,34
5,14.9,139,712,7,16,68,3
5,12.67,152,2511,25,36,19,3
5,14.75,159,1131,11,24,26,19
5,13.92,152,821,8,14,57,3
5,9,139,2222,22,21,73,33
4,16,152,831,8,18,66,33
3,16,129,2521,25,31,19,33
5,14.75,159,112,1,42,32,33
5,14.38,159,2515,25,37,19,7
7,15.75,124,112,1,42,32,33
5,7.5,139,1624,16,45,15,7
5,12.88,25,2213,22,19,72,30
4,20,19,334,3,7,43,2
3,12,124,1433,14,32,22,9
5,13.17,129,813,8,13,64,18
5,11.93,17,2412,24,50,2,7
5,10.55,64,2422,24,49,1,2
4,15.5,19,331,3,5,43,33
7,15.5,139,522,5,9,53,33
7,0.02,139,133,1,4,35,9
5,14.22,19,2531,25,29,25,3
5,3,140,832,8,15,66,4
5,3,27,1831,18,42,8,9
5,14.5,155,1111,11,28,25,19
5,14.18,139,735,7,17,67,8
5,14,124,1432,14,32,22,7
5,13.52,155,1522,15,29,25,3
5,13.83,155,624,6,8,44,30
5,12.47,59,412,4,8,45,25
5,15.28,155,734,7,17,67,25
5,13.83,159,323,3,5,69,3
5,15.92,64,215,2,3,38,3
6,20,77,1931,19,32,6,33
1,8,19,1113,11,28,26,33
4,16,122,835,8,18,70,3
2,15.5,153,511,5,8,50,3
5,12,124,111,1,42,32,9
2,22,159,1432,14,32,22,33
4,14.92,17,1831,18,42,8,33
5,7,175,1432,14,32,22,33
5,15.5,159,1532,15,37,25,33
5,14.33,44,634,6,21,49,8
5,15.2,159,634,6,6,49,28
5,14.13,44,634,6,21,49,34
4,22,139,1634,16,45,15,4
4,13.5,19,532,5,9,53,3
5,15,124,913,9,11,60,33
5,13.42,95,314,3,20,42,33
5,14.67,75,833,8,13,65,33
3,18.02,17,524,5,34,53,30
5,13.37,75,1833,18,42,8,33
5,15.93,155,225,2,3,37,19
5,13,156,524,5,34,53,33
1,0.02,139,1524,15,37,25,23
4,8,19,614,6,18,71,33
4,15.5,152,533,5,9,54,2
4,15,58,1434,14,1,22,33
5,13.5,96,234,2,4,41,33
5,0.8,159,511,5,21,49,3
5,15.83,69,112,1,42,32,33
4,16.83,155,533,5,9,54,2
5,16.07,159,2022,20,48,77,7
5,16.5,124,1824,18,43,8,2
1,20,124,532,5,9,54,33
4,16.83,64,123,1,2,32,3
5,15.08,155,1133,11,24,27,19
5,14.63,159,631,6,6,44,34
5,2.85,72,1821,18,42,8,33
5,13.17,75,1834,18,42,8,33
5,13.83,153,621,6,17,71,3
5,14.38,152,2032,20,47,4,28
2,15,159,622,6,21,44,33
5,10.5,19,612,6,17,71,4
5,15.92,155,832,8,17,66,33
4,12,19,531,5,9,49,4
5,14.68,19,631,6,8,44,2
5,7.5,139,833,8,13,65,4
5,14,19,631,6,8,44,3
5,10,152,323,3,6,69,2
5,4.75,159,633,6,9,49,30
5,15.25,75,2234,22,34,75,33
7,8,139,533,5,9,54,4
4,16.92,96,513,5,9,49,3
7,0.02,139,1522,15,29,25,9
5,10,96,1233,12,25,31,3
5,16,92,2222,22,21,71,8
4,22.25,159,1231,12,2,28,2
5,16.75,124,1823,18,27,8,33
4,18,161,2422,24,49,1,9
5,6.5,159,2212,22,19,75,33
5,17,159,934,9,16,61,7
5,16,129,2033,20,48,3,7
5,16.55,159,1113,11,28,25,19
3,14.75,139,624,6,8,44,33
5,15.17,155,815,8,23,62,3
3,14,25,735,7,17,67,9
3,9,139,1531,15,37,25,25
5,13,19,733,7,17,68,7
5,14.8,96,1221,12,1,24,33
5,17,159,1512,15,29,25,25
3,20,57,734,7,17,67,3
5,17.58,159,713,7,16,67,3
5,17,19,813,8,13,62,3
5,12.17,152,1532,15,28,25,2
5,16.88,141,324,3,8,43,2
6,21,19,1112,11,27,23,25
5,16.82,19,823,8,15,66,8
4,17.5,159,632,6,6,44,7
4,22.5,19,712,7,16,68,3
5,16.22,155,321,3,5,42,3
5,12.5,168,1113,11,28,25,30
5,17.08,19,1111,11,27,23,3
5,12.75,152,711,7,20,68,2
5,19.5,57,1131,11,24,25,25
5,15.75,19,1921,19,47,5,3
5,13,56,234,2,4,41,33
2,10,139,1133,11,24,29,9
5,17.75,155,1914,19,46,3,3
5,15.75,155,815,8,23,62,33
5,18,155,334,3,7,43,19
5,18.5,159,1513,15,29,25,19
5,14.83,155,433,4,10,52,2
5,16.33,129,2512,25,36,19,8
5,5,142,834,8,18,70,33
5,12,21,234,2,4,41,33
5,16.75,78,612,6,21,71,33
5,16.48,19,232,2,20,40,8
5,12,21,234,2,4,41,9
1,17,19,1411,14,35,22,25
4,20,159,1413,14,26,22,33
5,17.37,127,2413,24,50,2,33
5,18.08,19,612,6,17,71,3
5,18,19,623,6,17,69,2
4,15.92,155,612,6,21,71,2
5,17,139,224,2,3,38,3
5,18.17,129,1533,15,28,25,19
2,18,17,2031,20,40,4,33
5,17.5,19,612,6,21,71,3
3,17.7,19,2522,25,31,19,9
5,17.25,75,111,1,42,32,33
5,9,152,1633,16,38,15,33
5,15.85,159,131,1,3,33,18
5,17.82,156,833,8,13,65,33
5,14.37,124,131,1,25,33,3
5,16.5,127,922,9,14,58,3
5,16.5,92,1533,15,28,25,3
5,15,169,1934,19,44,6,33
5,16,19,1121,11,27,23,25
5,17.2,159,1533,15,28,25,3
5,17.42,159,1112,11,27,23,19
5,13.5,159,422,4,7,46,3
5,8.5,159,124,1,2,28,33
4,23.5,159,1611,16,41,9,18
5,18.67,155,733,7,6,68,19
5,6,127,1433,14,32,24,2
5,19.17,139,511,5,6,49,7
5,19,159,1533,15,28,25,30
5,17.5,177,1221,12,26,24,8
5,15.65,143,1833,18,42,8,8
2,18,140,2535,25,26,23,4
5,6,141,2512,25,29,19,23
6,13,22,1832,18,42,8,9
5,17.67,101,1834,18,42,8,3
3,0,71,2514,25,30,19,9
5,19.42,159,1423,14,26,24,19
5,17.5,139,2432,24,49,1,33
5,18,19,223,2,4,38,33
5,17.47,124,424,4,7,46,7
4,12,159,422,4,7,46,3
5,18.5,17,1123,11,28,27,7
3,20.8,139,432,4,10,52,25
5,17.58,155,613,6,21,71,30
5,18.98,17,725,7,17,67,28
5,16.72,159,631,6,8,44,3
5,8,159,1932,19,32,7,7
5,14,159,1624,16,45,15,33
5,18.92,159,611,6,18,71,7
5,18.5,159,735,7,17,67,30
5,18.08,96,622,6,21,44,33
5,18,17,623,6,6,69,31
5,18.2,155,324,3,5,43,19
5,19.42,129,1115,11,28,26,19
5,6,159,1024,10,22,30,2
5,13.5,139,1031,10,22,30,3
5,7,71,1114,11,28,26,33
5,14.75,153,1014,10,24,29,3
5,14.5,159,1013,10,22,29,33
5,18,159,1123,11,28,27,19
5,12,139,1622,16,38,15,9
5,19.17,140,1632,16,36,17,8
3,9,159,423,4,7,46,33
5,14.67,139,412,4,8,46,23
5,18,127,1623,16,45,15,2
3,13,139,1611,16,41,9,4
5,18.5,96,1034,10,25,31,33
5,16,155,1021,10,24,29,3
5,19.2,124,112,1,42,32,8
5,13,152,812,8,23,64,2
5,19.53,155,1112,11,27,23,19
5,17.23,159,2533,25,37,25,19
4,14.37,141,1814,18,43,7,33
1,23.62,159,1013,10,22,29,12
5,14.5,159,523,5,9,53,7
5,7,159,632,6,8,44,7
5,18,96,1221,12,1,24,33
5,18.83,159,814,8,23,56,2
5,18,139,722,7,6,68,2
5,8,139,523,5,34,53,33
5,11,19,133,1,2,35,25
5,9.17,19,2012,20,40,4,8
5,19.75,92,1533,15,28,25,28
5,19.92,159,532,5,9,53,18
5,20,159,1131,11,24,26,19
5,18.77,59,1115,11,28,26,19
5,16.5,159,1522,15,29,25,3
5,19.37,159,931,9,16,61,34
5,20,129,1134,11,24,29,33
5,17.58,19,1731,17,30,16,3
5,16.33,96,1724,17,33,16,33
4,14,139,1915,19,46,3,9
5,17.23,159,2533,25,37,25,19
5,18.5,141,2022,20,48,77,2
5,20.22,175,832,8,18,66,19
5,18.17,155,914,9,25,34,3
5,9,19,922,9,12,58,4
5,14.5,142,913,9,11,60,3
5,20,96,1221,12,1,24,8
5,9,19,1712,17,39,14,3
5,19.58,153,1235,12,25,31,2
5,19.75,129,2531,25,29,25,19
5,19.25,17,1021,10,24,29,19
5,20.03,155,2422,24,49,1,25
5,16,139,824,8,16,63,3
5,17.25,129,833,8,13,65,33
5,20.33,159,1012,10,24,29,7
5,18.5,92,511,5,9,49,8
5,20.5,155,824,8,16,66,34
5,17.33,129,815,8,23,56,3
5,20.12,155,314,3,20,42,34
5,20.8,159,212,2,4,35,19
5,18.43,155,323,3,6,69,28
5,18.92,17,2223,22,21,73,3
5,19.92,19,423,4,10,46,2
5,9.5,19,235,2,5,41,4
5,8.17,129,212,2,4,35,3
5,20.4,159,1013,10,22,30,19
5,20.25,159,733,7,17,68,33
5,20.17,96,1712,17,39,13,33
5,17.28,59,1713,17,33,14,3
2,16.25,139,523,5,34,53,33
5,20.1,155,1121,11,27,23,25
5,17,19,234,2,4,41,33
5,15,19,1834,18,42,8,3
5,20.03,159,512,5,9,49,14
6,15,58,1834,18,42,8,33
5,21.25,159,2514,25,31,19,19
3,6,159,2514,25,30,19,7
5,21,155,421,4,7,43,19
5,18.83,96,912,9,11,59,33
1,10,19,1931,19,32,7,33
5,20.72,19,1512,15,29,25,3
5,21,19,1522,15,29,25,7
5,20,19,1114,11,28,26,3
5,19.75,155,1532,15,37,25,2
5,20.5,159,414,4,7,43,19
5,20.08,17,611,6,17,71,2
5,20.58,141,314,3,20,42,25
5,18,19,2433,24,48,77,4
5,19.75,155,2424,24,49,1,3
5,21.58,155,331,3,5,43,19
5,21.47,17,2533,25,37,23,25
5,21.02,129,2521,25,31,19,34
5,19,64,1423,14,26,24,3
5,19.83,143,1831,18,42,8,33
4,22,159,1413,14,26,22,33
5,18.82,155,1122,11,27,23,19
5,20.58,96,1221,12,1,24,33
5,20.33,139,413,4,8,48,3
5,21.33,129,2233,22,34,75,19
5,21.28,129,1115,11,28,26,19
5,21.58,159,1533,15,28,25,19
5,7.5,139,823,8,16,66,4
5,20.48,155,2533,25,37,25,3
5,18.03,159,2233,22,34,73,9
5,21.67,159,1122,11,27,23,19
1,14.5,129,2422,24,49,1,18
5,21.68,175,925,9,11,61,19
5,20.33,159,1424,14,1,24,33
5,21.25,155,2212,22,19,72,2
5,19.9,159,1421,14,1,24,19
5,21.5,75,1833,18,42,8,9
5,21.83,19,1732,17,35,16,7
5,17.5,153,611,6,18,71,3
5,22.17,159,2432,24,49,1,33
5,21.25,139,512,5,9,49,2
5,18.82,159,825,8,15,66,19
5,19.02,155,2525,25,30,20,3
5,21.07,159,823,8,15,66,8
5,19.97,175,324,3,5,43,34
5,20.57,159,324,3,5,43,19
5,20.25,159,1232,12,2,28,28
5,22.67,159,1112,11,27,23,30
5,21.33,139,1523,15,28,25,3
5,20.5,159,1022,10,24,30,33
5,19.75,19,1011,10,24,29,7
5,22.5,159,832,8,17,66,19
5,17.5,159,121,1,2,28,33
5,22.17,19,1612,16,41,9,2
5,19.5,159,2031,20,40,4,33
5,19.17,139,511,5,6,49,7
5,21.33,155,1012,10,24,29,19
5,19,95,225,2,3,37,7
5,23,139,1223,12,2,28,7
5,22.42,19,222,2,4,39,2
5,22.5,159,932,9,16,61,26
5,21.33,129,2525,25,30,20,30
5,22.58,156,2533,25,37,25,4
5,21.25,139,922,9,12,58,3
5,22.92,131,1513,15,29,25,19
5,16,159,1633,16,38,15,18
5,21.05,168,613,6,21,71,34
5,20.75,17,2511,25,36,19,2
5,11.5,139,933,9,3,61,4
5,17.25,139,933,9,3,61,4
5,17.67,142,934,9,16,61,3
5,22.73,92,831,8,18,66,19
5,22.4,159,623,6,17,44,25
5,18.68,155,1013,10,22,30,3
5,21.07,159,421,4,7,43,14
5,23.33,159,2521,25,31,19,18
5,22.67,159,913,9,11,60,3
5,15.25,159,714,7,15,67,18
5,21,139,614,6,18,71,2
5,21.17,19,232,2,20,40,7
5,22.33,67,1231,12,2,28,7
6,0.25,159,822,8,14,63,9
5,23.37,19,2031,20,40,4,3
5,23.5,155,1532,15,28,25,19
5,11.65,19,632,6,8,44,8
5,22.67,19,333,3,5,43,3
5,22.25,19,1124,11,28,27,19
5,23.37,159,713,7,15,67,14
6,0.15,159,2521,25,31,19,25
1,3.38,155,725,7,17,67,3
5,23.67,19,2512,25,36,19,2
4,14,139,511,5,9,49,4
4,23.33,36,533,5,9,54,3
6,0.28,159,2533,25,37,25,19
5,21.03,159,624,6,6,44,34
6,0.17,139,612,6,21,71,3
5,22.33,129,1222,12,2,27,3
5,18.5,139,414,4,7,43,4
5,23.5,19,633,6,8,44,4
6,0.92,159,1024,10,24,29,19
5,21.58,129,533,5,9,54,34
5,23,19,1633,16,38,15,3
6,0.33,139,523,5,34,53,3
6,0.75,139,624,6,6,69,18
6,0.62,159,533,5,9,54,2
4,22,17,1012,10,24,29,18
5,22.5,155,1223,12,2,28,3
5,23.38,159,2521,25,31,19,25
5,8.75,139,512,5,9,49,3
5,23.92,92,813,8,13,62,19
5,11.58,139,823,8,13,65,3
6,0.08,142,2212,22,34,75,25
6,1.02,19,312,3,20,69,8
5,13,19,2514,25,31,19,7
6,0.5,139,334,3,7,43,3
5,23.5,129,1533,15,28,25,3
6,0.68,159,2222,22,21,71,19
5,20.92,19,911,9,12,58,19
5,23.83,139,423,4,7,46,3
6,0.5,101,411,4,8,43,2
2,15,142,722,7,20,68,18
6,2,140,1033,10,12,30,7
6,1.52,19,1722,17,39,14,3
5,23.65,159,1024,10,22,30,19
6,1,27,1812,18,43,7,3
6,0.12,159,421,4,7,43,3
5,17,159,931,9,20,61,18
6,1.75,27,1925,19,46,6,33
6,0.08,139,1724,17,33,14,3
6,2.25,19,731,7,6,68,3
6,0.62,175,1213,12,27,24,23
6,0.8,92,1533,15,28,25,25
6,2,139,1533,15,28,25,2
6,3,139,814,8,23,56,3
6,1.5,155,1533,15,28,25,3
6,2.33,19,1523,15,28,25,2
6,1.18,159,1935,19,43,7,9
6,2.62,141,512,5,9,49,25
5,23.5,159,1215,12,26,24,33
6,1.15,139,2514,25,30,19,31
6,1,19,2534,25,27,23,3
5,19,139,421,4,7,43,7
6,0.02,159,1215,12,26,24,33
4,15,139,723,7,20,68,4
6,2.67,19,1924,19,44,6,3
6,2.93,159,911,9,12,58,2
6,1.67,142,725,7,17,67,3
6,0.17,143,1511,15,29,25,2
6,3.67,141,1933,19,44,6,8
5,7.5,159,234,2,4,41,18
6,3,103,1831,18,42,8,6
4,2.25,141,222,2,4,39,3
6,3,155,831,8,15,66,3
6,2.07,92,815,8,23,62,3
6,3.68,19,825,8,15,66,3
6,2.73,159,1022,10,24,29,19
6,0.5,17,424,4,7,46,7
5,23.67,159,1131,11,24,25,33
6,3.48,27,1434,14,32,24,3
6,3.17,19,1012,10,24,29,4
6,1.5,129,614,6,21,71,19
5,22.75,159,221,2,3,38,3
6,2.92,155,1712,17,39,13,3
5,20.5,159,1022,10,24,29,30
3,14.55,59,1222,12,28,27,9
6,2.5,155,1831,18,42,8,3
6,2.42,19,1831,18,42,8,34
6,2.8,159,1533,15,28,25,19
6,4.25,159,133,1,4,35,7
6,4.43,155,1132,11,28,26,3
4,15.5,44,1211,12,1,24,7
6,5.33,19,1013,10,22,30,3
6,3.42,155,1132,11,24,26,3
6,5,159,1121,11,27,23,1
6,4.33,159,1131,11,24,26,3
5,9,19,1115,11,28,26,7
1,6.5,139,1915,19,46,3,6
6,5.78,139,823,8,16,66,3
5,22.83,159,2521,25,31,19,7
6,5,19,331,3,5,43,3
6,5.83,139,421,4,7,43,2
6,0.82,142,2232,22,34,73,8
6,9,19,431,4,10,51,33
6,5.75,139,2234,22,34,75,2
6,3.75,19,2221,22,21,73,3
6,4,19,624,6,6,69,3
6,2,139,631,6,6,44,25
5,17,19,611,6,21,71,4
6,6.58,19,934,9,20,61,3
5,17,159,2521,25,31,19,7
5,17,159,1922,19,32,5,33
5,23,92,634,6,6,49,33
6,0.08,139,2424,24,49,1,7
6,4,142,2422,24,49,1,3
6,5.75,19,1133,11,24,27,19
6,6.25,139,813,8,13,62,25
6,5.75,155,321,3,5,69,30
2,17.5,19,624,6,8,69,33
6,0.82,71,623,6,6,44,33
6,7.33,159,931,9,20,61,7
5,22,139,423,4,7,46,7
6,8.83,159,925,9,11,61,7
5,3,139,1633,16,38,17,25
6,8.83,159,925,9,11,61,7
5,14,141,233,2,5,41,25
5,9,139,2532,25,37,25,33
6,7.17,64,1931,19,1,5,33
5,19.5,159,834,8,13,70,7
1,9.75,140,1212,12,32,24,4
5,19.63,75,1913,19,46,3,9
5,21.75,159,412,4,8,46,18
6,6.5,159,914,9,25,34,30
5,17,159,2531,25,29,25,7
5,20.5,159,1223,12,2,28,7
5,15.88,103,1831,18,42,8,9
6,6.78,124,925,9,3,37,33
6,7.5,19,1133,11,24,27,19
5,17.5,34,933,9,3,61,30
7,4.67,3,1651,16,41,76,3
6,9.17,19,1723,17,39,16,7
6,5.5,139,311,3,20,40,3
1,15.33,13,1653,16,41,76,3
6,7.02,139,511,5,9,49,34
5,6,139,622,6,21,71,4
1,17,13,1653,16,41,76,25
6,6.5,155,1421,14,26,23,30
6,9.33,159,133,1,2,35,7
5,23,159,1624,16,38,15,33
5,23,27,1922,19,47,6,33
2,12,139,834,8,18,70,9
7,9,139,321,3,5,69,9
6,9,139,522,5,34,53,25
4,20,139,733,7,17,68,4
6,11.67,159,724,7,16,67,2
4,9,11,1651,16,41,76,9
6,4.58,159,923,9,14,63,30
4,23.5,159,531,5,9,50,7
6,4.75,159,1921,19,47,5,33
5,23,27,2221,22,21,71,33
6,0.02,159,1522,15,28,25,7
5,22,159,1422,14,26,22,33
6,9.92,139,831,8,18,66,8
5,22.5,156,823,8,15,66,4
6,8.67,159,913,9,11,60,25
6,9.25,19,833,8,13,65,3
7,9,139,421,4,7,43,23
5,20,159,1932,19,32,6,33
4,19,159,234,2,5,41,33
1,13,75,1834,18,42,8,9
3,12,139,1811,18,32,7,33
6,4.33,27,1831,18,42,8,33
6,10.25,19,1723,17,39,14,7
5,20,77,2212,22,19,72,8
5,18.25,143,1833,18,42,8,33
6,7.1,124,1724,17,33,16,19
6,9.83,19,1531,15,37,25,33
6,10.58,159,1113,11,28,26,25
6,8.17,139,2525,25,30,20,25
5,9,159,2521,25,31,20,7
5,19.75,159,2512,25,29,19,18
5,21.5,156,1911,19,47,5,4
