Date,Time,LocationDescription,Beat,District,Ward,CommunityArea,PrimaryType
04/07/2015 12:50:00 AM,,155,1122,11,28,26,19
04/06/2015 11:10:00 PM,,159,1533,15,28,25,7
04/06/2015 11:45:00 PM,,17,123,1,2,32,8
04/07/2015 12:30:00 AM,,139,825,8,15,66,3
03/30/2015 12:00:00 PM,,19,2513,25,29,25,7
04/05/2015 09:30:00 PM,,142,413,4,8,47,18
04/06/2015 07:35:00 AM,,140,431,4,10,51,3
04/07/2015 12:30:00 AM,,159,1712,17,39,14,33
04/06/2015 11:35:00 PM,,159,633,6,6,49,7
04/07/2015 12:10:00 AM,,19,612,6,17,71,3
04/07/2015 12:10:00 AM,,159,314,3,5,42,19
04/07/2015 01:09:00 AM,,155,815,8,23,56,19
04/06/2015 10:14:00 PM,,103,1421,14,1,24,2
04/02/2015 08:00:00 AM,,139,835,8,18,70,4
04/06/2015 01:04:00 PM,,19,1022,10,24,30,7
04/06/2015 10:55:00 PM,,95,2432,24,40,1,2
04/07/2015 02:00:00 AM,,159,1724,17,33,16,7
04/07/2015 02:30:00 AM,,159,1032,10,22,30,19
03/27/2015 09:00:00 AM,,124,1024,10,24,29,9
04/06/2015 11:28:00 PM,,155,1012,10,24,29,3
04/06/2015 06:00:00 PM,,19,2433,24,48,77,7
04/06/2015 04:00:00 PM,,159,823,8,15,66,25
04/06/2015 11:30:00 PM,,159,1424,14,1,24,33
04/06/2015 11:35:00 PM,,155,2513,25,36,25,7
04/07/2015 02:00:00 AM,,139,834,8,13,70,3
04/07/2015 12:55:00 AM,,19,621,6,17,71,3
03/26/2015 08:00:00 PM,,19,1513,15,29,25,23
04/07/2015 01:20:00 AM,,78,1925,19,44,6,33
04/07/2015 02:06:00 AM,,139,2234,22,34,75,2
04/05/2015 03:00:00 AM,,142,835,8,18,70,33
04/07/2015 02:35:00 AM,,19,1211,12,1,24,3
04/07/2015 02:08:00 AM,,139,1421,14,35,24,3
04/06/2015 11:40:00 PM,,139,1531,15,28,25,7
04/07/2015 03:27:00 AM,,155,1434,14,32,24,2
04/06/2015 11:45:00 PM,,17,832,8,18,66,18
04/07/2015 12:00:00 AM,,175,1131,11,24,25,33
04/07/2015 04:00:00 AM,,19,1135,11,2,27,3
04/07/2015 03:00:00 AM,,140,1733,17,33,16,4
04/07/2015 03:10:00 AM,,159,1433,14,1,24,7
04/06/2015 11:30:00 PM,,19,624,6,6,69,33
04/06/2015 08:41:00 PM,,96,1722,17,45,15,33
04/05/2015 05:00:00 AM,,159,321,3,20,42,30
04/06/2015 09:10:00 PM,,139,633,6,6,49,30
04/07/2015 02:00:00 AM,,143,1421,14,1,24,4
04/06/2015 06:00:00 PM,,139,2213,22,21,73,33
04/07/2015 06:20:00 AM,,159,1933,19,44,6,30
04/07/2015 02:45:00 AM,,155,1432,14,32,22,30
04/06/2015 04:34:00 PM,,127,1423,14,26,24,30
04/06/2015 12:00:00 PM,,159,1925,19,46,6,33
12/25/2005 12:00:00 PM,,159,621,6,17,71,18
04/06/2015 06:00:00 PM,,159,1421,14,35,22,7
04/03/2015 07:00:00 PM,,175,1411,14,35,22,7
04/07/2015 07:00:00 AM,,168,324,3,5,43,7
04/02/2015 10:00:00 PM,,159,1925,19,46,6,7
04/06/2015 02:00:00 PM,,139,623,6,6,44,25
04/02/2015 11:00:00 AM,,159,1412,14,35,22,33
04/07/2015 07:30:00 AM,,19,624,6,6,69,25
04/07/2015 12:30:00 AM,,140,2511,25,36,19,4
04/06/2015 07:00:00 PM,,175,1211,12,26,24,7
04/07/2015 07:15:00 AM,,155,1533,15,24,25,3
04/07/2015 03:00:00 AM,,143,2013,20,48,77,8
04/07/2015 06:30:00 AM,,124,2011,20,40,4,3
04/06/2015 12:45:00 PM,,139,733,7,17,68,4
04/05/2015 01:00:00 AM,,155,713,7,15,67,33
04/07/2015 12:30:00 AM,,19,723,7,6,68,33
04/06/2015 09:57:00 AM,,139,735,7,17,67,6
04/07/2015 03:00:00 AM,,139,731,7,6,69,25
04/05/2015 08:00:00 AM,,157,132,1,2,33,33
04/06/2015 01:10:00 PM,,139,2212,22,19,72,7
04/06/2015 07:30:00 PM,,159,1922,19,47,6,18
04/04/2015 03:00:00 PM,,75,1632,16,38,17,33
04/06/2015 07:00:00 AM,,19,1433,14,1,24,7
04/07/2015 06:00:00 AM,,159,1911,19,47,5,18
04/07/2015 05:30:00 AM,,139,225,2,3,68,34
04/06/2015 07:00:00 PM,,129,123,1,2,32,33
04/04/2015 12:05:00 AM,,139,1922,19,44,6,9
04/07/2015 07:00:00 AM,,103,1834,18,42,8,33
03/31/2015 07:00:00 PM,,57,1832,18,42,8,33
04/04/2015 01:00:00 PM,,129,1421,14,1,22,33
04/07/2015 12:00:00 AM,,159,612,6,21,71,19
04/06/2015 12:00:00 PM,,19,624,6,8,69,3
04/07/2015 08:19:00 AM,,139,1011,10,24,29,8
04/07/2015 09:10:00 AM,,175,821,8,14,57,25
04/06/2015 06:00:00 AM,,139,834,8,18,70,7
04/06/2015 11:00:00 PM,,159,1414,14,35,22,7
04/06/2015 08:30:00 AM,,129,121,1,2,28,33
04/07/2015 09:30:00 AM,,18,1532,15,28,25,25
04/07/2015 09:05:00 AM,,159,124,1,2,28,2
01/01/2015 12:01:00 AM,,139,1133,11,24,27,23
04/06/2015 09:30:00 PM,,159,2032,20,47,3,33
03/04/2015 12:00:00 PM,,19,2431,24,49,1,9
01/01/2015 12:01:00 AM,,139,1024,10,24,29,23
04/04/2015 10:00:00 AM,,159,1215,12,27,24,7
04/06/2015 06:00:00 PM,,57,1834,18,42,8,33
04/04/2015 11:00:00 AM,,175,623,6,6,44,7
04/06/2015 09:00:00 PM,,140,511,5,9,49,7
04/06/2015 07:00:00 PM,,159,1215,12,27,24,33
04/07/2015 10:15:00 AM,,139,433,4,10,52,3
04/03/2015 12:00:00 PM,,19,413,4,8,47,33
03/31/2015 06:00:00 AM,,139,411,4,8,45,7
04/06/2015 10:00:00 PM,,159,1412,14,35,21,18
04/07/2015 10:39:00 AM,,17,1123,11,28,27,19
03/31/2015 05:45:00 PM,,153,222,2,4,39,3
04/07/2015 10:48:00 AM,,155,524,5,34,53,19
04/07/2015 10:55:00 AM,,159,1633,16,38,15,19
04/06/2015 10:47:00 PM,,141,1915,19,46,3,2
03/28/2015 04:54:00 PM,,96,1911,19,47,5,9
04/01/2015 10:00:00 AM,,139,923,9,14,63,9
04/06/2015 05:30:00 PM,,96,1434,14,32,24,33
04/07/2015 09:30:00 AM,,139,1832,18,42,8,33
04/06/2015 10:00:00 PM,,159,2514,25,30,19,18
04/07/2015 07:30:00 AM,,159,312,3,20,69,18
04/07/2015 06:00:00 AM,,124,1634,16,38,15,25
02/23/2015 09:00:00 AM,,168,512,5,9,49,4
01/01/2015 12:01:00 AM,,139,422,4,7,46,6
04/02/2015 10:00:00 AM,,155,1511,15,29,25,33
04/07/2015 11:15:00 AM,,17,1414,14,35,22,33
04/06/2015 11:00:00 PM,,140,2023,20,48,77,4
04/07/2015 10:15:00 AM,,155,1132,11,24,26,19
04/06/2015 02:01:00 PM,,19,1524,15,37,25,2
04/06/2015 09:15:00 PM,,101,1231,12,2,28,2
04/07/2015 03:00:00 AM,,143,1833,18,42,8,3
04/07/2015 09:30:00 AM,,19,1912,19,47,3,3
04/07/2015 09:57:00 AM,,75,1832,18,42,8,30
04/07/2015 06:15:00 AM,,19,2511,25,36,17,3
04/07/2015 10:20:00 AM,,139,2232,22,9,73,7
04/07/2015 11:45:00 AM,,155,1512,15,29,25,19
03/20/2015 09:00:00 PM,,139,1624,16,38,15,2
04/07/2015 12:00:00 AM,,159,621,6,21,71,18
04/07/2015 11:15:00 AM,,19,2422,24,49,1,2
04/06/2015 07:00:00 PM,,139,714,7,15,67,25
04/07/2015 07:00:00 AM,,19,934,9,16,61,30
04/07/2015 10:18:00 AM,,124,124,1,2,28,33
04/01/2015 05:30:00 PM,,127,914,9,25,34,6
04/07/2015 11:00:00 AM,,142,1811,18,32,7,33
04/06/2015 02:00:00 PM,,139,833,8,18,70,9
04/07/2015 10:45:00 AM,,75,112,1,42,32,33
03/26/2015 05:00:00 PM,,75,122,1,2,32,9
01/27/2015 12:00:00 AM,,139,613,6,21,71,9
04/07/2015 10:15:00 AM,,17,1931,19,1,5,18
04/06/2015 10:00:00 PM,,96,131,1,3,33,7
04/06/2015 03:00:00 PM,,101,235,2,5,41,33
12/01/2014 12:00:00 AM,,124,812,8,13,64,9
04/06/2015 09:00:00 PM,,159,121,1,2,28,33
04/05/2015 01:00:00 PM,,139,735,7,17,67,25
04/01/2015 07:30:00 AM,,22,411,4,8,43,9
04/04/2015 01:00:00 PM,,159,1114,11,28,26,18
11/01/2014 09:00:00 AM,,19,1114,11,28,26,9
04/07/2015 09:50:00 AM,,19,2422,24,49,1,25
04/07/2015 10:00:00 AM,,19,311,3,20,40,2
04/06/2015 02:00:00 PM,,19,621,6,17,71,7
04/03/2015 10:00:00 AM,,139,622,6,21,44,4
03/27/2015 12:00:00 AM,,22,1654,16,41,76,33
04/07/2015 03:30:00 AM,,139,624,6,6,69,33
04/06/2015 12:30:00 PM,,139,611,6,17,71,3
04/07/2015 10:40:00 AM,,159,2514,25,31,19,19
04/07/2015 11:30:00 AM,,139,1434,14,1,24,3
04/06/2015 03:00:00 PM,,142,421,4,7,43,33
04/06/2015 11:00:00 PM,,139,2523,25,35,21,4
02/16/2015 10:00:00 AM,,139,1623,16,45,15,9
04/07/2015 07:00:00 AM,,159,1211,12,26,23,33
04/07/2015 09:00:00 AM,,155,333,3,5,43,3
02/14/2015 05:24:00 AM,,139,1414,14,35,22,25
04/07/2015 09:49:00 AM,,155,334,3,7,43,2
04/07/2015 07:00:00 AM,,168,423,4,10,46,7
04/07/2015 08:40:00 AM,,139,333,3,7,43,7
04/06/2015 12:30:00 PM,,139,633,6,8,44,3
04/07/2015 11:30:00 AM,,129,1821,18,42,8,19
04/06/2015 11:00:00 AM,,159,712,7,16,68,3
04/06/2015 10:00:00 PM,,159,1414,14,35,22,7
04/07/2015 11:45:00 AM,,139,912,9,11,59,26
04/03/2015 02:00:00 PM,,92,712,7,16,68,25
04/07/2015 12:00:00 PM,,139,823,8,13,65,3
04/06/2015 05:00:00 PM,,159,133,1,3,33,7
04/07/2015 08:00:00 AM,,139,934,9,16,61,33
04/06/2015 11:45:00 AM,,159,633,6,9,44,2
02/27/2015 08:00:00 AM,,152,513,5,34,49,33
04/07/2015 08:05:00 AM,,155,324,3,5,69,30
04/07/2015 01:00:00 PM,,155,1523,15,28,25,33
04/07/2015 10:45:00 AM,,124,1011,10,24,29,34
04/07/2015 09:35:00 AM,,159,1021,10,24,29,3
04/07/2015 10:45:00 AM,,19,1012,10,24,29,3
04/07/2015 08:45:00 AM,,159,1034,10,28,30,7
04/07/2015 09:02:00 AM,,139,422,4,7,46,34
04/07/2015 11:20:00 AM,,159,1411,14,35,21,3
04/07/2015 05:00:00 AM,,140,524,5,34,53,4
04/07/2015 01:05:00 PM,,129,1225,12,2,28,19
04/07/2015 10:15:00 AM,,96,411,4,5,43,33
04/07/2015 01:00:00 PM,,65,114,1,42,32,33
04/07/2015 01:30:00 PM,,17,1914,19,46,3,19
04/06/2015 10:15:00 PM,,69,925,9,3,37,2
04/05/2015 04:00:00 PM,,139,1511,15,29,25,2
04/07/2015 11:24:00 AM,,17,324,3,5,69,3
04/07/2015 08:32:00 AM,,159,2213,22,19,72,33
04/05/2015 04:21:00 PM,,159,614,6,18,71,3
04/07/2015 11:00:00 AM,,19,2532,25,37,25,3
04/07/2015 10:31:00 AM,,159,1022,10,24,29,28
03/31/2001 12:00:00 AM,,139,324,3,5,69,33
04/03/2015 08:26:00 PM,,143,322,3,6,69,7
04/07/2015 12:20:00 PM,,19,331,3,5,43,3
04/06/2015 05:00:00 PM,,142,2232,22,34,73,33
03/26/2015 03:20:00 PM,,143,322,3,6,69,7
03/07/2015 12:00:00 PM,,19,1925,19,44,6,9
04/07/2015 07:00:00 AM,,19,1633,16,38,15,4
04/07/2015 01:20:00 PM,,17,931,9,20,61,19
04/07/2015 01:10:00 PM,,155,1532,15,37,25,19
02/24/2015 12:35:00 PM,,155,1133,11,28,27,30
03/24/2015 03:30:00 PM,,124,935,9,11,61,33
04/06/2015 06:00:00 PM,,159,1423,14,26,24,18
04/07/2015 11:39:00 AM,,155,512,5,9,50,3
04/07/2015 01:20:00 PM,,168,1532,15,28,25,19
04/05/2015 11:45:00 PM,,19,1914,19,46,3,3
04/06/2015 05:00:00 PM,,139,513,5,9,49,25
04/07/2015 01:53:00 PM,,155,712,7,16,68,19
04/07/2015 11:49:00 AM,,75,632,6,6,44,33
04/06/2015 11:00:00 PM,,19,1624,16,45,15,4
04/07/2015 12:53:00 PM,,159,924,9,12,61,28
04/07/2015 12:45:00 PM,,159,713,7,16,67,19
04/07/2015 12:10:00 PM,,141,213,2,3,38,30
04/07/2015 12:30:00 PM,,139,2412,24,50,2,3
04/07/2015 11:30:00 AM,,129,511,5,8,50,33
04/07/2015 01:40:00 PM,,59,1222,12,27,27,19
04/07/2015 09:41:00 AM,,155,2523,25,35,21,3
04/07/2015 12:08:00 PM,,155,1121,11,27,23,30
04/07/2015 01:15:00 PM,,159,1034,10,25,31,3
04/07/2015 12:15:00 PM,,139,1011,10,24,29,3
04/07/2015 01:40:00 PM,,175,531,5,9,49,33
04/07/2015 02:15:00 PM,,155,1513,15,29,25,19
04/06/2015 07:15:00 AM,,155,1912,19,47,3,30
04/07/2015 09:00:00 AM,,105,1225,12,2,28,3
10/02/2008 11:30:00 AM,,159,1021,10,24,29,12
04/07/2015 01:08:00 PM,,75,833,8,13,65,33
04/06/2015 05:54:00 PM,,139,825,8,15,66,9
04/03/2015 07:00:00 AM,,129,2011,20,40,2,7
04/06/2015 10:00:00 PM,,78,2413,24,50,2,33
04/07/2015 01:59:00 PM,,112,1021,10,24,29,8
04/02/2015 12:00:00 AM,,129,122,1,2,32,7
04/07/2015 01:30:00 PM,,175,713,7,16,67,7
04/06/2015 11:00:00 AM,,139,1524,15,37,25,9
04/06/2015 09:00:00 AM,,143,1424,14,1,24,33
03/27/2015 07:00:00 PM,,140,523,5,34,53,33
04/07/2015 08:00:00 AM,,129,925,9,11,61,33
04/07/2015 01:15:00 PM,,78,632,6,6,44,33
04/07/2015 01:25:00 PM,,175,725,7,15,67,25
04/07/2015 01:25:00 PM,,131,713,7,16,67,19
04/06/2015 01:00:00 PM,,124,811,8,23,56,9
04/07/2015 03:00:00 PM,,142,1512,15,29,25,19
04/07/2015 11:30:00 AM,,156,123,1,2,32,33
04/07/2015 02:00:00 PM,,159,531,5,9,49,33
04/07/2015 02:15:00 PM,,19,314,3,20,42,2
04/07/2015 02:30:00 PM,,19,831,8,18,66,33
04/07/2015 02:05:00 PM,,17,935,9,3,37,30
04/05/2015 12:00:00 PM,,139,522,5,34,49,33
04/07/2015 01:30:00 PM,,75,1833,18,42,8,19
10/04/2014 08:00:00 AM,,19,925,9,3,37,9
04/07/2015 11:30:00 AM,,159,1123,11,28,27,33
04/04/2015 05:00:00 PM,,159,423,4,10,46,25
04/05/2015 02:00:00 PM,,159,1225,12,25,28,33
04/07/2015 02:20:00 PM,,124,1834,18,42,8,33
04/07/2015 02:11:00 PM,,159,1712,17,39,13,7
04/07/2015 12:49:00 PM,,159,1012,10,24,29,3
04/06/2015 05:00:00 PM,,159,1723,17,33,14,33
04/07/2015 12:55:00 PM,,143,313,3,20,42,25
04/05/2015 08:00:00 AM,,139,533,5,9,54,33
04/06/2015 03:30:00 PM,,64,1123,11,28,27,33
04/07/2015 01:14:00 PM,,155,915,9,3,34,9
02/01/2014 08:00:00 AM,,139,1225,12,2,28,9
04/07/2015 02:50:00 PM,,92,726,7,15,67,7
03/30/2015 12:00:00 PM,,139,533,5,9,54,9
04/07/2015 10:00:00 AM,,139,2234,22,34,75,33
04/06/2015 01:00:00 PM,,127,633,6,9,49,33
03/10/2015 09:00:00 AM,,139,522,5,34,49,9
04/07/2015 01:45:00 PM,,129,531,5,9,49,7
04/04/2015 08:00:00 AM,,139,324,3,8,43,25
04/07/2015 01:00:00 PM,,19,1513,15,29,25,7
04/07/2015 11:50:00 AM,,19,1532,15,28,25,3
04/07/2015 02:05:00 PM,,159,1622,16,45,11,19
04/07/2015 04:30:00 AM,,65,1712,17,39,14,30
02/17/2015 01:00:00 PM,,58,434,4,10,55,33
03/29/2015 03:00:00 AM,,22,1214,12,27,24,9
04/07/2015 03:27:00 PM,,143,1914,19,46,3,3
04/02/2015 03:05:00 PM,,139,1914,19,46,3,4
04/07/2015 02:00:00 PM,,159,2524,25,31,20,33
04/07/2015 02:00:00 PM,,124,821,8,14,58,33
04/07/2015 03:30:00 PM,,159,713,7,16,67,34
04/07/2015 04:30:00 PM,,159,2232,22,34,73,19
04/07/2015 04:45:00 PM,,141,2012,20,40,4,33
01/02/2015 08:00:00 AM,,122,2024,20,48,3,33
02/12/2015 12:00:00 PM,,2,711,7,20,68,4
04/07/2015 12:01:00 AM,,159,214,2,4,38,33
04/07/2015 03:13:00 PM,,159,621,6,21,71,19
04/07/2015 03:30:00 PM,,139,1413,14,35,22,4
04/07/2015 04:00:00 PM,,139,621,6,21,71,7
04/07/2015 04:18:00 PM,,36,1422,14,26,23,3
03/17/2015 08:00:00 AM,,19,624,6,6,69,33
04/03/2015 10:00:00 PM,,139,431,4,7,51,3
04/07/2015 03:30:00 PM,,19,823,8,15,66,2
04/07/2015 03:00:00 PM,,159,1512,15,29,25,7
04/07/2015 03:25:00 PM,,75,123,1,2,32,33
04/07/2015 04:30:00 AM,,19,1225,12,2,28,8
04/06/2015 11:00:00 PM,,129,223,2,4,38,33
04/06/2015 02:30:00 PM,,155,2024,20,46,3,7
04/07/2015 04:00:00 PM,,36,133,1,3,35,3
04/07/2015 04:00:00 PM,,142,1134,11,24,27,8
04/07/2015 03:45:00 PM,,139,1021,10,24,29,3
04/01/2015 08:00:00 PM,,139,1211,12,26,24,33
08/14/2014 08:00:00 AM,,124,1224,12,27,28,9
04/07/2015 04:10:00 PM,,159,1531,15,37,25,19
04/01/2015 12:00:00 PM,,139,1924,19,44,6,9
04/07/2015 02:00:00 PM,,17,233,2,5,41,7
04/07/2015 03:49:00 PM,,96,1232,12,27,28,33
04/07/2015 04:26:00 PM,,155,811,8,23,56,19
04/03/2015 05:00:00 PM,,124,1812,18,43,7,2
11/28/2014 07:00:00 PM,,159,2012,20,40,77,9
04/07/2015 03:00:00 PM,,139,932,9,16,61,33
04/06/2015 05:00:00 PM,,117,712,7,16,68,33
04/07/2015 04:09:00 PM,,131,2212,22,19,75,25
04/07/2015 03:00:00 PM,,139,726,7,15,67,3
04/03/2015 01:00:00 PM,,159,1935,19,43,7,7
04/07/2015 04:25:00 PM,,141,1134,11,24,27,19
04/07/2015 02:15:00 PM,,139,1911,19,47,4,25
04/06/2015 06:00:00 PM,,19,1132,11,24,26,4
04/07/2015 05:30:00 PM,,155,1522,15,29,25,19
04/06/2015 11:45:00 AM,,155,511,5,6,49,30
04/04/2015 07:00:00 PM,,159,511,5,8,50,33
03/15/2015 08:30:00 PM,,124,913,9,11,60,33
04/07/2015 03:20:00 PM,,159,912,9,11,31,32
04/07/2015 04:53:00 PM,,19,225,2,3,40,8
04/07/2015 04:37:00 PM,,17,414,4,8,43,3
04/07/2015 12:00:00 AM,,159,2513,25,29,25,7
04/07/2015 04:45:00 PM,,19,421,4,7,43,2
06/01/2005 12:01:00 AM,,139,221,2,3,38,33
04/07/2015 05:45:00 PM,,155,1623,16,45,15,19
04/07/2015 09:00:00 AM,,140,911,9,12,59,7
04/07/2015 04:50:00 PM,,19,323,3,6,69,3
04/07/2015 04:50:00 PM,,92,932,9,16,61,8
03/31/2015 05:00:00 PM,,19,222,2,4,39,6
04/07/2015 01:00:00 PM,,19,2423,24,49,1,4
04/07/2015 04:40:00 PM,,143,2413,24,50,2,3
04/07/2015 04:00:00 PM,,75,1834,18,42,8,33
04/02/2015 07:00:00 PM,,159,1931,19,32,7,33
04/07/2015 04:00:00 PM,,124,1831,18,42,8,33
04/07/2015 03:30:00 PM,,19,212,2,4,36,7
04/07/2015 03:18:00 PM,,78,1814,18,43,7,9
04/07/2015 11:40:00 AM,,159,1232,12,25,28,33
05/15/2014 12:01:00 AM,,139,833,8,18,70,9
03/17/2015 09:00:00 AM,,139,1233,12,2,28,25
04/07/2015 03:00:00 PM,,139,624,6,6,69,3
04/07/2015 01:10:00 PM,,19,734,7,17,67,33
04/06/2015 05:45:00 PM,,19,1225,12,2,28,3
04/07/2015 06:00:00 PM,,19,621,6,17,69,3
04/05/2015 03:00:00 AM,,139,1433,14,32,24,3
04/07/2015 05:28:00 PM,,92,1533,15,24,25,19
04/07/2015 05:50:00 PM,,155,1532,15,28,25,19
04/07/2015 05:35:00 PM,,155,322,3,20,69,9
04/07/2015 05:45:00 PM,,127,933,9,3,61,33
04/07/2015 12:30:00 PM,,175,1413,14,26,22,33
04/07/2015 04:30:00 AM,,159,833,8,13,65,18
04/07/2015 05:05:00 PM,,155,1914,19,46,3,3
04/05/2015 04:00:00 PM,,129,732,7,17,68,18
04/06/2015 09:00:00 PM,,19,1132,11,28,26,4
04/03/2015 02:00:00 AM,,159,1834,18,42,8,33
02/09/2015 09:00:00 AM,,124,1932,19,32,6,9
04/07/2015 11:30:00 AM,,159,312,3,20,42,18
04/04/2015 02:43:00 PM,,19,2524,25,35,22,25
04/07/2015 03:00:00 PM,,127,233,2,5,41,18
04/06/2015 02:00:00 PM,,19,333,3,8,43,2
04/07/2015 04:43:00 PM,,96,1221,12,1,24,33
01/01/2015 08:00:00 AM,,139,1533,15,28,25,9
04/07/2015 05:12:00 PM,,155,624,6,8,44,28
04/01/2015 09:00:00 AM,,2,832,8,18,66,33
04/07/2015 05:25:00 PM,,155,334,3,7,43,2
04/07/2015 04:20:00 PM,,139,131,1,3,33,9
04/07/2015 05:50:00 PM,,19,421,4,7,43,7
04/07/2015 05:20:00 PM,,139,2223,22,21,73,25
04/07/2015 05:30:00 PM,,96,2023,20,48,77,33
04/07/2015 06:30:00 AM,,140,2213,22,19,72,4
04/07/2015 05:04:00 PM,,25,622,6,21,44,9
04/07/2015 05:15:00 PM,,156,1115,11,28,26,3
04/07/2015 05:43:00 PM,,19,1112,11,27,23,2
04/07/2015 03:22:00 PM,,159,314,3,20,42,30
04/07/2015 06:15:00 PM,,155,1122,11,27,23,19
04/07/2015 06:00:00 AM,,159,712,7,20,68,33
04/06/2015 10:30:00 PM,,142,723,7,6,68,7
04/07/2015 05:00:00 PM,,161,2514,25,30,19,17
04/07/2015 03:47:00 PM,,159,1533,15,28,25,9
04/05/2015 05:00:00 PM,,19,1722,17,39,16,4
04/07/2015 06:32:00 PM,,155,113,1,42,32,28
04/05/2015 11:00:00 PM,,142,1723,17,39,14,33
04/07/2015 04:45:00 PM,,140,1511,15,29,25,4
04/07/2015 06:09:00 PM,,156,422,4,7,46,33
03/31/2015 09:00:00 AM,,139,1722,17,38,16,9
04/07/2015 05:55:00 PM,,19,1011,10,24,29,3
04/07/2015 06:20:00 PM,,156,2413,24,50,2,33
04/07/2015 06:15:00 PM,,155,312,3,20,42,25
04/07/2015 09:05:00 AM,,19,1424,14,1,24,4
04/07/2015 04:32:00 PM,,96,1621,16,45,11,33
04/07/2015 06:20:00 PM,,131,2212,22,19,75,7
04/07/2015 07:00:00 PM,,175,323,3,6,69,33
04/07/2015 05:00:00 PM,,141,2211,22,19,74,9
04/04/2015 05:00:00 PM,,129,823,8,16,66,18
04/07/2015 05:43:00 PM,,159,411,4,8,45,19
04/07/2015 06:40:00 PM,,159,835,8,18,70,19
04/07/2015 07:21:00 PM,,92,1911,19,47,5,33
04/07/2015 02:52:00 PM,,175,1834,18,42,8,16
04/07/2015 04:00:00 PM,,139,422,4,7,46,7
04/06/2015 04:30:00 PM,,139,634,6,21,49,7
04/07/2015 07:23:00 PM,,159,1114,11,28,26,19
04/07/2015 05:45:00 PM,,59,234,2,4,41,33
04/04/2015 09:00:00 AM,,159,1234,12,25,31,18
04/07/2015 06:40:00 PM,,155,312,3,20,42,28
08/26/2014 09:00:00 AM,,139,1132,11,24,26,23
04/07/2015 07:00:00 AM,,140,322,3,6,69,33
02/17/2015 12:00:00 PM,,124,133,1,4,35,33
04/07/2015 07:30:00 PM,,19,434,4,10,51,3
04/07/2015 07:55:00 PM,,159,1114,11,28,26,19
02/18/2015 04:30:00 PM,,95,1233,12,25,31,33
04/07/2015 07:39:00 PM,,155,331,3,5,43,19
04/06/2015 12:00:00 AM,,142,1032,10,22,30,33
04/07/2015 05:30:00 AM,,139,1231,12,2,28,33
04/07/2015 04:01:00 PM,,155,411,4,8,45,34
04/07/2015 06:40:00 PM,,168,1422,14,26,23,7
04/07/2015 07:55:00 PM,,69,1623,16,45,11,19
04/07/2015 01:11:00 AM,,71,2422,24,49,1,7
04/07/2015 07:40:00 PM,,155,2531,25,29,25,14
03/28/2015 02:00:00 PM,,139,2512,25,29,19,9
04/02/2015 10:00:00 PM,,159,2533,25,37,25,18
04/07/2015 01:00:00 PM,,159,911,9,12,58,18
04/07/2015 01:00:00 AM,,159,1421,14,26,23,7
04/03/2015 03:00:00 PM,,140,1831,18,42,8,33
11/20/2014 09:00:00 AM,,19,1934,19,44,6,9
04/06/2015 08:00:00 PM,,139,735,7,17,67,4
04/07/2015 03:00:00 PM,,124,112,1,42,32,33
04/05/2015 12:00:00 PM,,139,1633,16,38,15,9
04/07/2015 06:00:00 PM,,159,1424,14,1,24,33
01/01/2015 12:00:00 AM,,139,612,6,17,71,23
04/06/2015 09:00:00 PM,,19,2522,25,31,20,2
04/07/2015 06:11:00 PM,,129,715,7,15,67,33
04/07/2015 07:21:00 PM,,159,511,5,9,49,14
04/07/2015 05:15:00 PM,,19,935,9,3,61,7
04/07/2015 06:30:00 PM,,19,711,7,16,68,4
04/07/2015 08:10:00 PM,,159,712,7,16,68,26
04/07/2015 07:34:00 PM,,159,712,7,16,68,26
04/07/2015 07:00:00 PM,,139,123,1,2,32,33
04/07/2015 05:50:00 PM,,155,522,5,34,53,28
04/07/2015 05:58:00 PM,,131,321,3,6,42,25
04/06/2015 08:00:00 AM,,129,122,1,42,32,33
04/01/2015 09:00:00 AM,,150,1225,12,25,28,33
04/07/2015 07:59:00 PM,,19,613,6,21,71,3
04/07/2015 04:45:00 AM,,159,612,6,21,71,3
04/07/2015 08:30:00 PM,,155,211,2,3,35,19
04/07/2015 03:30:00 AM,,139,624,6,6,69,3
04/07/2015 07:45:00 PM,,139,621,6,17,69,25
04/07/2015 07:00:00 PM,,129,931,9,16,61,9
04/07/2015 06:30:00 PM,,124,1722,17,39,14,33
03/26/2015 06:00:00 PM,,139,1611,16,41,9,4
04/07/2015 07:55:00 PM,,139,1712,17,39,14,4
03/20/2015 09:00:00 PM,,159,2012,20,40,77,3
04/07/2015 07:49:00 PM,,159,824,8,16,63,19
04/07/2015 06:00:00 PM,,139,633,6,8,44,4
04/07/2015 08:45:00 PM,,129,1522,15,29,25,19
04/07/2015 08:05:00 PM,,139,612,6,17,71,3
04/07/2015 06:35:00 PM,,159,1113,11,28,25,19
04/07/2015 08:14:00 PM,,159,2531,25,29,25,25
04/07/2015 08:20:00 PM,,155,613,6,21,71,19
04/07/2015 07:40:00 PM,,159,1814,18,43,7,2
04/07/2015 03:20:00 PM,,159,921,9,12,58,3
04/07/2015 08:15:00 PM,,159,1134,11,28,27,19
03/24/2015 04:00:00 AM,,124,913,9,11,60,4
04/05/2015 08:00:00 PM,,139,1031,10,22,30,7
04/07/2015 03:58:00 PM,,156,1911,19,47,4,7
04/07/2015 07:30:00 AM,,17,1924,19,44,6,33
