Time,LocationDescription,Beat,District,Ward,CommunityArea,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,PrimaryType
22,159,234,2,4,41,0,0,0,1,0,0,0,33
9,139,832,8,15,66,0,0,0,0,1,0,0,9
12,139,524,5,34,53,0,0,1,0,0,0,0,9
17,159,1911,19,47,4,0,0,0,1,0,0,0,7
14.33,155,434,4,10,51,0,0,0,1,0,0,0,2
9,64,711,7,3,68,0,1,0,0,0,0,0,3
7.5,19,414,4,8,46,0,1,0,0,0,0,0,2
20,124,924,9,3,61,0,0,1,0,0,0,0,4
15,143,112,1,42,32,0,0,0,0,0,1,0,3
7,19,922,9,14,58,0,0,0,1,0,0,0,3
8.5,19,1022,10,24,29,0,1,0,0,0,0,0,7
14.5,66,623,6,17,69,1,0,0,0,0,0,0,7
17,159,1932,19,32,7,1,0,0,0,0,0,0,8
10,19,621,6,17,68,0,1,0,0,0,0,0,25
19,19,224,2,3,38,0,0,0,1,0,0,0,33
9,71,213,2,3,38,0,1,0,0,0,0,0,33
21.5,159,2032,20,46,3,0,0,0,0,1,0,0,7
9.83,139,322,3,20,69,0,1,0,0,0,0,0,7
0.38,44,312,3,20,69,0,1,0,0,0,0,0,33
15.5,127,1814,18,43,7,0,0,0,0,0,1,0,33
10.25,159,621,6,21,71,0,1,0,0,0,0,0,30
15,139,2534,25,37,23,1,0,0,0,0,0,0,33
9.5,152,921,9,14,58,0,1,0,0,0,0,0,19
10.18,159,1412,14,35,22,0,1,0,0,0,0,0,3
10,129,815,8,23,62,0,1,0,0,0,0,0,3
14,159,1422,14,26,23,0,0,0,1,0,0,0,33
12,139,2212,22,19,72,0,1,0,0,0,0,0,9
19,139,2212,22,19,72,0,1,0,0,0,0,0,9
7.83,153,2524,25,31,20,0,1,0,0,0,0,0,3
22,159,2523,25,31,21,0,0,0,1,0,0,0,18
23.73,155,2533,25,37,25,0,0,0,1,0,0,0,30
10.92,92,1531,15,37,25,0,1,0,0,0,0,0,19
9.5,139,1023,10,28,29,0,1,0,0,0,0,0,23
10.42,159,1532,15,37,25,0,1,0,0,0,0,0,25
10.43,143,731,7,6,69,0,1,0,0,0,0,0,9
9.38,141,2432,24,40,1,0,1,0,0,0,0,0,8
13,159,1212,12,32,24,0,0,0,1,0,0,0,33
18,73,913,9,11,60,1,0,0,0,0,0,0,7
19,19,1125,11,28,28,0,0,0,1,0,0,0,25
8.5,124,235,2,5,41,0,0,0,0,0,0,1,25
20,168,2532,25,37,25,1,0,0,0,0,0,0,33
21,159,222,2,4,39,0,0,0,1,0,0,0,33
0.5,19,725,7,17,67,0,1,0,0,0,0,0,3
3,159,1234,12,25,31,0,1,0,0,0,0,0,33
19,19,722,7,6,69,0,0,1,0,0,0,0,4
17.5,159,2412,24,50,2,0,0,1,0,0,0,0,33
12,159,1723,17,33,14,0,0,0,1,0,0,0,18
20,159,1412,14,35,21,0,0,0,1,0,0,0,18
22,159,1234,12,25,31,0,0,0,1,0,0,0,7
22,159,2022,20,48,77,0,0,0,1,0,0,0,33
10.58,17,835,8,18,66,0,1,0,0,0,0,0,34
20,140,814,8,23,56,0,0,0,1,0,0,0,4
11,129,111,1,42,32,0,1,0,0,0,0,0,33
7.5,139,2031,20,47,4,0,1,0,0,0,0,0,25
9,19,334,3,7,43,0,1,0,0,0,0,0,9
20,159,133,1,2,35,0,0,0,1,0,0,0,7
12.08,159,1833,18,42,8,0,0,0,0,1,0,0,3
16.55,156,323,3,6,69,0,0,0,0,1,0,0,25
7,139,734,7,17,67,0,0,0,1,0,0,0,33
11.33,96,1921,19,47,5,0,1,0,0,0,0,0,33
0.5,159,1232,12,2,28,0,1,0,0,0,0,0,33
11.47,155,1133,11,24,27,0,1,0,0,0,0,0,19
2.5,159,231,2,3,40,0,0,0,1,0,0,0,30
10,139,1223,12,2,28,0,0,0,1,0,0,0,3
11.75,159,1133,11,28,26,0,1,0,0,0,0,0,19
11.38,159,1532,15,37,25,0,1,0,0,0,0,0,25
19,129,1831,18,42,8,0,0,0,0,1,0,0,33
11.42,143,1523,15,28,25,0,1,0,0,0,0,0,19
8.5,129,124,1,2,28,1,0,0,0,0,0,0,7
11.18,19,512,5,9,49,0,1,0,0,0,0,0,25
22,159,234,2,4,41,0,0,0,1,0,0,0,33
12,159,331,3,5,43,0,0,0,1,0,0,0,7
11.67,159,1121,11,26,23,0,1,0,0,0,0,0,19
11.33,75,833,8,13,65,0,1,0,0,0,0,0,33
10.63,159,631,6,8,44,0,1,0,0,0,0,0,7
17,139,1923,19,44,6,0,0,0,1,0,0,0,9
23.73,139,1011,10,24,29,0,0,1,0,0,0,0,7
23,27,1834,18,42,8,0,0,0,1,0,0,0,33
23,159,1713,17,39,14,0,0,0,1,0,0,0,18
14,159,511,5,6,49,0,0,0,0,0,0,1,18
12,25,122,1,42,32,0,0,0,0,0,0,1,9
0,19,331,3,5,43,0,0,0,0,1,0,0,33
11.42,143,913,9,11,60,0,1,0,0,0,0,0,2
20.75,139,932,9,16,61,0,0,0,1,0,0,0,33
15.5,153,1031,10,22,30,0,0,0,0,1,0,0,25
19,3,1651,16,41,76,0,0,0,0,1,0,0,33
12,139,322,3,20,69,0,0,0,0,0,1,0,9
8,19,321,3,20,42,0,0,0,0,0,1,0,25
9.5,155,614,6,21,71,0,1,0,0,0,0,0,3
10.75,139,2222,22,21,73,0,1,0,0,0,0,0,9
8,142,1611,16,41,10,0,1,0,0,0,0,0,7
20.53,72,832,8,17,66,0,0,1,0,0,0,0,9
12,139,611,6,18,71,0,1,0,0,0,0,0,4
23.5,159,323,3,6,69,0,0,0,1,0,0,0,18
9,49,834,8,13,70,0,0,1,0,0,0,0,7
20.83,142,2233,22,34,49,0,0,0,1,0,0,0,33
18.5,129,133,1,3,35,0,0,0,0,0,0,1,18
23,152,825,8,15,66,1,0,0,0,0,0,0,7
10.72,129,1223,12,2,28,0,1,0,0,0,0,0,2
12.17,96,2512,25,36,19,0,1,0,0,0,0,0,33
12.2,141,2532,25,37,25,0,1,0,0,0,0,0,33
7,139,1225,12,25,28,0,1,0,0,0,0,0,3
22,159,414,4,8,43,0,0,0,1,0,0,0,33
17,140,814,8,23,56,0,0,0,1,0,0,0,7
11.63,124,2413,24,40,2,0,1,0,0,0,0,0,25
20,159,1432,14,1,22,0,0,0,1,0,0,0,33
0.67,139,1631,16,36,17,0,1,0,0,0,0,0,3
0.02,139,1834,18,42,8,0,0,0,0,1,0,0,9
11.75,155,1533,15,28,25,0,1,0,0,0,0,0,19
11.5,159,1821,18,27,8,0,1,0,0,0,0,0,3
23,159,921,9,14,58,0,0,0,1,0,0,0,18
12.42,139,1512,15,29,25,0,1,0,0,0,0,0,2
22,159,1031,10,22,30,0,0,0,1,0,0,0,7
23.5,103,112,1,42,32,0,1,0,0,0,0,0,25
17.5,159,531,5,9,49,0,0,0,1,0,0,0,33
23.43,129,512,5,9,49,0,0,1,0,0,0,0,9
17,36,212,2,4,36,0,0,0,1,0,0,0,4
0.02,139,234,2,4,41,1,0,0,0,0,0,0,9
18,143,112,1,42,32,0,0,0,1,0,0,0,33
17,159,333,3,8,43,0,0,0,1,0,0,0,7
12.43,159,634,6,21,49,0,1,0,0,0,0,0,19
11.08,141,414,4,8,43,0,1,0,0,0,0,0,2
11.22,36,434,4,10,51,0,1,0,0,0,0,0,3
13.25,155,1914,19,46,3,0,1,0,0,0,0,0,19
10,19,434,4,10,51,0,1,0,0,0,0,0,3
10.75,124,811,8,23,56,0,1,0,0,0,0,0,9
15,73,412,4,8,45,1,0,0,0,0,0,0,18
12.72,155,312,3,20,69,0,1,0,0,0,0,0,25
11.5,19,612,6,21,71,0,1,0,0,0,0,0,3
13.25,19,1021,10,24,29,0,1,0,0,0,0,0,3
23,129,912,9,11,59,1,0,0,0,0,0,0,33
12.78,159,412,4,8,48,0,1,0,0,0,0,0,33
8,95,511,5,6,49,0,0,0,0,0,1,0,9
0.02,104,432,4,10,52,0,1,0,0,0,0,0,12
12,27,1831,18,42,8,0,0,0,1,0,0,0,9
13.5,153,1914,19,46,3,0,1,0,0,0,0,0,19
12,27,1831,18,42,8,0,0,0,1,0,0,0,33
13.17,150,1911,19,47,4,0,1,0,0,0,0,0,7
13.47,155,1133,11,24,26,0,1,0,0,0,0,0,19
2,159,632,6,6,44,0,0,0,1,0,0,0,7
19,139,833,8,18,70,0,0,1,0,0,0,0,4
9.92,152,512,5,9,50,0,1,0,0,0,0,0,3
13.33,155,722,7,6,68,0,1,0,0,0,0,0,25
12.42,96,821,8,14,58,0,1,0,0,0,0,0,33
13.58,78,621,6,17,71,0,1,0,0,0,0,0,8
9,19,331,3,5,43,0,0,0,0,1,0,0,7
9,19,424,4,10,46,0,0,0,0,0,0,1,9
12.33,17,934,9,16,61,0,1,0,0,0,0,0,19
13.25,75,1833,18,42,8,0,1,0,0,0,0,0,33
7.32,159,715,7,15,67,0,1,0,0,0,0,0,33
8,19,234,2,5,41,1,0,0,0,0,0,0,8
13.75,159,2534,25,37,23,0,1,0,0,0,0,0,25
18,156,1233,12,25,31,1,0,0,0,0,0,0,33
13.07,152,821,8,14,57,0,1,0,0,0,0,0,3
19.75,159,1713,17,33,14,0,0,1,0,0,0,0,25
12.5,159,412,4,8,46,0,1,0,0,0,0,0,33
14.08,155,734,7,17,67,0,1,0,0,0,0,0,33
22.5,155,1424,14,32,24,0,0,1,0,0,0,0,30
11,139,1931,19,1,5,0,1,0,0,0,0,0,7
8.5,156,1632,16,38,17,0,1,0,0,0,0,0,3
12.5,127,114,1,42,32,0,0,0,1,0,0,0,33
9,139,524,5,34,53,0,1,0,0,0,0,0,9
16.5,152,1225,12,2,28,0,1,0,0,0,0,0,7
6.5,139,1622,16,38,15,0,1,0,0,0,0,0,3
13,19,133,1,2,35,0,1,0,0,0,0,0,25
9,159,1033,10,12,30,0,1,0,0,0,0,0,33
13.3,159,2234,22,34,75,0,1,0,0,0,0,0,19
14.17,152,235,2,5,41,0,1,0,0,0,0,0,8
21.5,27,1623,16,45,11,0,0,0,1,0,0,0,33
8,19,1211,12,26,24,0,1,0,0,0,0,0,25
21,139,1215,12,27,28,1,0,0,0,0,0,0,33
13.5,156,834,8,18,70,0,1,0,0,0,0,0,33
14,159,1622,16,45,11,0,0,0,0,0,1,0,33
12.5,175,1634,16,38,15,0,1,0,0,0,0,0,25
19.58,152,1531,15,37,25,0,0,0,1,0,0,0,7
11.5,175,211,2,3,35,0,0,0,1,0,0,0,30
9,132,524,5,34,53,0,1,0,0,0,0,0,9
12.83,155,1234,12,25,31,0,1,0,0,0,0,0,3
14.77,17,1914,19,46,3,0,1,0,0,0,0,0,19
0,175,1634,16,38,15,0,1,0,0,0,0,0,25
20,141,1924,19,44,6,0,0,0,1,0,0,0,33
8,19,2433,24,48,77,0,0,0,0,0,1,0,9
1.75,143,1913,19,46,3,0,1,0,0,0,0,0,30
14.25,75,623,6,17,69,0,1,0,0,0,0,0,33
14.5,155,414,4,8,43,0,1,0,0,0,0,0,19
14.33,153,833,8,13,65,0,0,1,0,0,0,0,33
21,17,834,8,18,70,0,0,1,0,0,0,0,3
11.25,139,1622,16,45,10,0,1,0,0,0,0,0,3
13.17,155,733,7,17,68,0,1,0,0,0,0,0,2
0,124,131,1,2,33,0,1,0,0,0,0,0,25
11.75,141,624,6,6,44,0,1,0,0,0,0,0,3
13.12,152,611,6,18,71,0,1,0,0,0,0,0,28
7,139,1611,16,45,10,0,1,0,0,0,0,0,23
22.5,159,831,8,15,66,0,0,0,0,1,0,0,33
17.5,139,821,8,14,63,0,0,0,1,0,0,0,33
13,75,111,1,42,32,0,1,0,0,0,0,0,33
15.2,155,2024,20,46,3,0,1,0,0,0,0,0,9
13.17,155,2531,25,29,25,0,1,0,0,0,0,0,33
10,124,334,3,7,43,0,0,0,0,1,0,0,33
19,127,1021,10,24,29,1,0,0,0,0,0,0,33
16,139,132,1,2,33,0,0,0,1,0,0,0,31
8,19,1723,17,33,16,0,1,0,0,0,0,0,33
14.85,155,1021,10,24,29,0,1,0,0,0,0,0,19
13.5,155,311,3,20,40,0,1,0,0,0,0,0,30
10,19,214,2,4,38,0,1,0,0,0,0,0,9
5,19,334,3,7,43,0,1,0,0,0,0,0,33
7.5,139,1724,17,33,14,0,0,0,0,0,0,1,4
10.38,139,1732,17,35,16,0,1,0,0,0,0,0,25
15.2,92,1531,15,37,25,0,1,0,0,0,0,0,3
1,19,815,8,14,57,0,0,0,0,0,0,1,3
20,19,811,8,23,56,0,0,0,0,1,0,0,9
14.5,155,1731,17,31,16,0,1,0,0,0,0,0,3
9.83,139,2523,25,30,21,1,0,0,0,0,0,0,31
9,159,414,4,8,43,0,1,0,0,0,0,0,33
9,139,1113,11,28,25,0,1,0,0,0,0,0,7
11.5,139,1235,12,25,31,0,1,0,0,0,0,0,4
15.08,142,2523,25,30,21,0,1,0,0,0,0,0,3
19,139,1621,16,41,12,0,0,0,1,0,0,0,3
8,124,724,7,16,68,0,0,0,0,0,1,0,33
15.52,19,733,7,17,68,0,1,0,0,0,0,0,25
22,92,2524,25,31,20,0,0,0,1,0,0,0,18
23.75,159,1031,10,22,30,0,0,1,0,0,0,0,30
6,19,1511,15,29,25,0,0,0,0,0,0,1,33
23.5,159,1933,19,44,6,0,0,1,0,0,0,0,33
22,159,1034,10,25,31,0,0,0,1,0,0,0,7
1,159,811,8,23,56,0,0,0,1,0,0,0,33
15,129,2533,25,31,19,0,1,0,0,0,0,0,7
15.33,152,2524,25,31,20,0,1,0,0,0,0,0,28
16,159,221,2,3,38,1,0,0,0,0,0,0,33
2,159,2512,25,36,18,0,1,0,0,0,0,0,18
15.57,117,1821,18,27,8,0,1,0,0,0,0,0,25
0.5,142,611,6,18,71,0,0,0,0,1,0,0,33
11.78,139,1421,14,26,23,0,1,0,0,0,0,0,25
9,159,211,2,3,35,0,1,0,0,0,0,0,33
9,17,2515,25,37,19,0,0,0,1,0,0,0,33
14,139,831,8,18,66,0,0,0,1,0,0,0,25
15,159,2514,25,31,19,0,0,0,1,0,0,0,7
15.17,159,1231,12,2,28,0,1,0,0,0,0,0,3
14.83,19,2532,25,37,25,0,1,0,0,0,0,0,3
14,152,831,8,18,66,0,1,0,0,0,0,0,28
13,124,111,1,42,32,0,1,0,0,0,0,0,9
13.93,17,1522,15,28,25,0,1,0,0,0,0,0,3
19,159,1132,11,24,26,0,0,0,1,0,0,0,18
15.5,19,1421,14,26,23,0,0,1,0,0,0,0,33
14.75,155,1424,14,32,24,0,1,0,0,0,0,0,25
10,140,1434,14,1,22,0,0,0,1,0,0,0,4
16.23,155,311,3,20,40,0,1,0,0,0,0,0,19
13.5,129,924,9,11,61,0,0,0,1,0,0,0,33
15.2,96,223,2,4,39,0,1,0,0,0,0,0,33
15.12,19,421,4,7,43,0,1,0,0,0,0,0,8
18,19,1812,18,43,7,0,1,0,0,0,0,0,33
14.5,139,2213,22,21,73,0,1,0,0,0,0,0,3
16.83,75,924,9,12,61,0,1,0,0,0,0,0,33
18,159,2234,22,34,75,0,0,1,0,0,0,0,2
15.08,139,931,9,12,61,0,1,0,0,0,0,0,25
16.75,143,632,6,6,44,0,1,0,0,0,0,0,33
15,152,834,8,18,70,0,1,0,0,0,0,0,2
13,155,1831,18,42,8,0,1,0,0,0,0,0,33
16.67,155,611,6,18,71,0,1,0,0,0,0,0,3
16.25,19,631,6,8,44,0,1,0,0,0,0,0,3
16.78,175,1424,14,1,24,0,1,0,0,0,0,0,7
13,129,833,8,13,65,0,1,0,0,0,0,0,18
5,124,815,8,14,57,0,1,0,0,0,0,0,4
7.92,140,815,8,23,56,0,1,0,0,0,0,0,4
14.92,75,1833,18,42,8,0,1,0,0,0,0,0,33
12.75,19,611,6,17,71,0,1,0,0,0,0,0,4
18,19,1232,12,25,28,0,0,0,1,0,0,0,9
16.5,139,331,3,5,43,0,1,0,0,0,0,0,25
15.75,57,2221,22,21,71,0,1,0,0,0,0,0,33
15.8,155,234,2,4,41,0,1,0,0,0,0,0,28
11.75,159,2531,25,29,25,0,1,0,0,0,0,0,3
15.67,175,1423,14,1,24,0,1,0,0,0,0,0,19
5.83,159,1115,11,28,26,0,1,0,0,0,0,0,7
12.25,159,1123,11,28,27,0,1,0,0,0,0,0,3
5.3,139,1131,11,24,26,0,1,0,0,0,0,0,2
16.75,92,1112,11,27,23,0,1,0,0,0,0,0,7
14,75,1134,11,24,29,0,1,0,0,0,0,0,3
14.5,142,1111,11,37,23,0,1,0,0,0,0,0,3
12.33,139,1124,11,28,27,0,1,0,0,0,0,0,3
12,163,1135,11,2,28,0,1,0,0,0,0,0,25
15.17,139,1112,11,27,23,0,1,0,0,0,0,0,3
16.63,156,1111,11,37,23,0,1,0,0,0,0,0,3
12.83,129,2032,20,47,4,0,1,0,0,0,0,0,33
15,129,1023,10,25,31,0,1,0,0,0,0,0,33
17.27,19,1131,11,24,26,0,1,0,0,0,0,0,3
15.5,19,332,3,5,43,0,1,0,0,0,0,0,2
23,159,612,6,17,71,0,0,0,1,0,0,0,33
10,19,612,6,21,71,0,0,0,1,0,0,0,9
10,139,1131,11,24,25,0,1,0,0,0,0,0,9
15,57,412,4,8,48,0,0,0,1,0,0,0,25
15.97,152,1021,10,24,29,0,1,0,0,0,0,0,19
16,155,2012,20,40,77,0,1,0,0,0,0,0,33
9,124,2424,24,49,1,1,0,0,0,0,0,0,9
16.17,64,821,8,14,57,0,1,0,0,0,0,0,3
15.67,139,1024,10,22,30,0,1,0,0,0,0,0,33
9,129,921,9,14,58,0,1,0,0,0,0,0,33
14,124,414,4,8,46,0,1,0,0,0,0,0,9
15.25,159,1222,12,2,28,0,1,0,0,0,0,0,33
13,153,624,6,8,69,0,1,0,0,0,0,0,32
21,159,1433,14,32,24,0,0,0,1,0,0,0,33
8.68,124,733,7,17,68,0,0,0,0,0,1,0,25
3,139,211,2,4,35,0,0,1,0,0,0,0,33
17.08,159,1225,12,2,28,0,1,0,0,0,0,0,7
17,159,333,3,5,43,0,0,0,1,0,0,0,7
18,96,1812,18,43,7,0,0,0,1,0,0,0,33
17.75,159,332,3,5,43,0,1,0,0,0,0,0,33
14,124,422,4,7,46,0,0,0,1,0,0,0,33
17,159,623,6,6,69,0,0,0,1,0,0,0,25
17,19,413,4,8,47,0,1,0,0,0,0,0,7
16.57,155,2512,25,36,25,0,1,0,0,0,0,0,30
0,139,432,4,10,52,0,0,0,0,0,1,0,6
16.72,159,412,4,8,45,0,1,0,0,0,0,0,28
18,156,1412,14,35,21,0,1,0,0,0,0,0,33
16.5,17,1631,16,36,17,0,1,0,0,0,0,0,31
21,140,1212,12,32,24,0,0,0,1,0,0,0,4
20.5,155,424,4,10,46,0,0,0,1,0,0,0,3
5.5,139,1633,16,38,15,0,1,0,0,0,0,0,4
3,143,1923,19,46,6,0,0,1,0,0,0,0,33
17.5,140,1424,14,32,24,0,0,0,1,0,0,0,33
16.1,159,1134,11,24,29,0,1,0,0,0,0,0,2
21.73,139,1614,16,41,76,1,0,0,0,0,0,0,25
20.3,75,1833,18,42,8,0,0,0,0,0,1,0,33
8,140,2534,25,37,23,0,1,0,0,0,0,0,4
16,36,1022,10,24,30,0,1,0,0,0,0,0,2
8.5,159,531,5,9,49,0,1,0,0,0,0,0,7
16.5,159,513,5,9,49,0,1,0,0,0,0,0,3
18.17,71,1233,12,2,28,0,1,0,0,0,0,0,33
17.5,159,713,7,16,67,0,1,0,0,0,0,0,33
12,139,1732,17,30,21,0,0,0,0,1,0,0,9
16.75,155,1112,11,27,23,0,1,0,0,0,0,0,14
12,155,1431,14,1,22,0,0,0,1,0,0,0,3
13.5,139,732,7,17,68,0,1,0,0,0,0,0,7
9,159,1622,16,38,15,0,1,0,0,0,0,0,7
9,124,2535,25,26,22,0,1,0,0,0,0,0,33
15,124,1731,17,38,15,0,1,0,0,0,0,0,33
10,101,411,4,8,43,0,0,0,0,1,0,0,9
21.42,105,1225,12,2,28,0,0,0,1,0,0,0,19
20.5,159,1111,11,37,23,0,0,0,1,0,0,0,7
20,19,1924,19,44,6,0,0,0,0,0,1,0,25
17.25,75,2533,25,37,25,0,1,0,0,0,0,0,33
18,140,732,7,6,68,0,1,0,0,0,0,0,4
9,19,2533,25,37,25,0,0,0,0,0,1,0,25
14,25,113,1,42,32,0,1,0,0,0,0,0,9
18.27,17,723,7,6,68,0,1,0,0,0,0,0,19
18.65,155,724,7,17,68,0,1,0,0,0,0,0,3
14,139,1422,14,26,23,0,1,0,0,0,0,0,33
16.55,139,2515,25,29,19,0,1,0,0,0,0,0,3
14.92,155,2422,24,49,1,0,1,0,0,0,0,0,3
17.25,17,1123,11,28,27,0,1,0,0,0,0,0,19
14.17,19,732,7,6,68,0,0,0,1,0,0,0,3
17.5,159,213,2,3,38,1,0,0,0,0,0,0,7
2,139,1924,19,44,6,0,0,0,1,0,0,0,33
18,127,815,8,23,57,0,1,0,0,0,0,0,3
17.03,75,111,1,42,32,0,1,0,0,0,0,0,33
16.75,139,611,6,18,71,0,1,0,0,0,0,0,7
18.17,156,1531,15,28,25,0,1,0,0,0,0,0,7
16.33,57,1423,14,26,24,0,1,0,0,0,0,0,33
14.93,75,632,6,6,44,0,1,0,0,0,0,0,33
17.75,140,732,7,6,68,0,1,0,0,0,0,0,33
18,141,1522,15,29,25,0,1,0,0,0,0,0,19
16,141,1512,15,29,25,0,1,0,0,0,0,0,33
15.17,17,1531,15,37,25,0,1,0,0,0,0,0,25
14.7,175,1723,17,33,14,0,1,0,0,0,0,0,7
17.5,139,1634,16,45,15,0,0,0,1,0,0,0,25
10.33,19,213,2,3,38,0,1,0,0,0,0,0,25
18.25,71,821,8,14,63,0,1,0,0,0,0,0,7
19.75,175,1814,18,43,7,1,0,0,0,0,0,0,33
11.38,75,121,1,2,28,0,1,0,0,0,0,0,9
15.5,156,124,1,2,28,0,0,0,1,0,0,0,7
14,124,413,4,8,51,1,0,0,0,0,0,0,33
17.03,159,1522,15,29,25,0,1,0,0,0,0,0,3
14.82,96,1922,19,44,6,0,1,0,0,0,0,0,33
14,19,423,4,7,48,0,0,0,1,0,0,0,2
2,159,715,7,15,67,0,1,0,0,0,0,0,33
15.25,159,132,1,2,33,0,0,0,1,0,0,0,33
11.5,75,111,1,42,32,0,1,0,0,0,0,0,33
16.3,75,833,8,13,65,0,1,0,0,0,0,0,33
18.5,139,1111,11,27,23,0,1,0,0,0,0,0,25
18.53,17,1133,11,24,26,0,1,0,0,0,0,0,3
17.75,19,1122,11,28,26,0,1,0,0,0,0,0,3
19,139,1225,12,2,28,0,0,0,1,0,0,0,4
20.25,124,723,7,16,68,0,0,0,1,0,0,0,3
18.45,155,725,7,17,67,0,1,0,0,0,0,0,19
14.17,127,2032,20,47,4,0,1,0,0,0,0,0,31
2,159,2431,24,49,1,1,0,0,0,0,0,0,7
11.5,143,2033,20,48,3,0,0,1,0,0,0,0,33
6.75,139,2525,25,31,20,0,1,0,0,0,0,0,4
16.6,156,923,9,14,63,0,1,0,0,0,0,0,3
10,142,412,4,8,48,0,1,0,0,0,0,0,33
18.1,159,613,6,21,71,0,1,0,0,0,0,0,33
19.03,159,712,7,16,68,0,1,0,0,0,0,0,19
19.75,124,1122,11,28,26,0,1,0,0,0,0,0,19
19.37,159,734,7,17,67,0,1,0,0,0,0,0,19
19.5,96,412,4,8,48,0,1,0,0,0,0,0,33
19,159,2221,22,21,73,0,0,0,1,0,0,0,18
11.33,19,333,3,5,43,0,1,0,0,0,0,0,7
19.55,159,1524,15,37,25,0,1,0,0,0,0,0,19
17.83,156,1834,18,42,8,0,1,0,0,0,0,0,33
13.17,142,1013,10,22,30,0,0,1,0,0,0,0,33
16.5,19,823,8,15,66,0,1,0,0,0,0,0,33
11.93,141,234,2,4,41,0,1,0,0,0,0,0,33
17.75,155,1021,10,24,29,0,1,0,0,0,0,0,3
19,159,815,8,14,57,0,1,0,0,0,0,0,33
19,49,1013,10,22,30,0,0,0,1,0,0,0,3
9.67,139,1711,17,39,12,0,0,0,0,0,1,0,7
5.15,159,2532,25,37,25,0,0,0,1,0,0,0,33
9.75,159,331,3,5,42,0,1,0,0,0,0,0,23
17.1,19,1223,12,27,28,0,1,0,0,0,0,0,19
19.25,159,511,5,9,49,0,1,0,0,0,0,0,18
17.83,155,811,8,23,56,0,1,0,0,0,0,0,3
3.5,159,2413,24,50,2,0,1,0,0,0,0,0,18
20.17,129,2532,25,37,25,0,1,0,0,0,0,0,19
19.92,155,2534,25,30,23,0,1,0,0,0,0,0,26
19.92,129,1122,11,28,26,0,1,0,0,0,0,0,19
16,58,2412,24,50,2,0,0,0,1,0,0,0,33
23.5,139,413,4,7,48,0,0,0,1,0,0,0,3
18.8,17,2533,25,31,20,0,1,0,0,0,0,0,19
19.25,159,1524,15,37,25,0,1,0,0,0,0,0,19
18.5,155,931,9,16,61,0,1,0,0,0,0,0,2
17.17,101,722,7,20,68,0,1,0,0,0,0,0,33
18.57,155,1111,11,28,25,0,1,0,0,0,0,0,19
18.5,139,814,8,23,56,0,1,0,0,0,0,0,9
19.53,155,832,8,15,66,0,1,0,0,0,0,0,19
19.1,159,815,8,14,57,0,1,0,0,0,0,0,28
15.03,124,432,4,10,52,0,0,0,0,0,0,1,25
19.07,155,1133,11,24,26,0,1,0,0,0,0,0,3
19.25,143,2222,22,21,71,0,1,0,0,0,0,0,7
19.25,19,2022,20,48,77,0,1,0,0,0,0,0,1
10.5,122,2212,22,19,75,0,0,0,1,0,0,0,3
18.83,141,1731,17,30,15,0,1,0,0,0,0,0,2
19.83,139,711,7,20,68,0,1,0,0,0,0,0,3
3,139,2422,24,49,1,0,0,0,1,0,0,0,3
19.33,175,1633,16,38,15,0,1,0,0,0,0,0,19
20.5,19,2422,24,49,1,0,0,0,1,0,0,0,4
19.5,139,722,7,6,69,0,1,0,0,0,0,0,3
17,139,2424,24,49,1,0,0,0,0,0,1,0,33
18.93,155,1524,15,37,25,0,1,0,0,0,0,0,34
18.67,156,1132,11,24,29,0,1,0,0,0,0,0,33
20,143,2432,24,49,1,0,1,0,0,0,0,0,33
18.22,155,934,9,20,61,0,1,0,0,0,0,0,3
15,19,1831,18,42,8,0,1,0,0,0,0,0,4
16.5,156,614,6,18,71,0,1,0,0,0,0,0,33
19.58,159,824,8,14,63,0,1,0,0,0,0,0,19
17.5,19,423,4,10,46,0,1,0,0,0,0,0,23
8,19,1832,18,42,8,0,0,0,0,0,0,1,33
18.63,139,2221,22,21,71,0,1,0,0,0,0,0,34
19.5,155,1132,11,24,26,0,1,0,0,0,0,0,19
20.05,96,622,6,21,44,0,1,0,0,0,0,0,8
8,19,1812,18,43,7,0,1,0,0,0,0,0,4
19.12,155,624,6,8,44,0,1,0,0,0,0,0,3
20.83,139,1724,17,33,14,0,1,0,0,0,0,0,7
19.45,19,726,7,15,67,0,1,0,0,0,0,0,19
20.83,19,623,6,17,69,0,1,0,0,0,0,0,3
17.57,124,1821,18,27,8,0,1,0,0,0,0,0,8
18.75,159,1924,19,44,6,0,1,0,0,0,0,0,33
19,19,812,8,23,64,0,1,0,0,0,0,0,7
7,19,813,8,13,64,0,0,0,0,0,0,1,25
9,139,1633,16,38,17,0,1,0,0,0,0,0,4
18.67,139,513,5,34,49,0,1,0,0,0,0,0,3
17,140,1623,16,45,11,0,0,0,1,0,0,0,4
20.58,155,2515,25,37,19,0,1,0,0,0,0,0,2
11,139,1722,17,39,14,1,0,0,0,0,0,0,33
19,159,1431,14,1,22,0,0,0,1,0,0,0,7
20.35,155,2521,25,31,19,0,1,0,0,0,0,0,19
17.42,139,1431,14,1,22,0,0,0,0,1,0,0,9
19.42,159,222,2,4,39,0,1,0,0,0,0,0,2
0,159,1431,14,1,22,0,0,0,1,0,0,0,7
20.75,59,333,3,5,43,0,1,0,0,0,0,0,33
